GeneName,logFC,pval,padj
TTC27,0.26926,0.135714382,0.135714382
TTC28,0.50586,0.004535587,0.004535587
TTC28-AS1,-0.32149,0.570526121,0.570526121
TTC29,0,0,0
TTC3,-0.4827,0.000553578,0.000553578
TTC30A,0.10368,0.731448619,0.731448619
TTC30B,0.12742,0.797357297,0.797357297
TTC31,0.37428,0.066521779,0.066521779
TTC32,1.31513,1.51E-11,1.51E-11
TTC33,1.01606,0.000174053,0.000174053
TTC34,-0.02925,0,0
TTC36,0.38762,0,0
TTC37,-0.12406,0.423637689,0.423637689
TTC38,-0.60934,0.066565369,0.066565369
TTC39A,-0.35988,0.399824461,0.399824461
TTC39B,0.54479,0.395868131,0.395868131
TTC39C,0.61094,0.091393075,0.091393075
TTC3P1,-0.32733,0,0
TTC4,-0.02929,0,0
TTC40,1.18909,0,0
TTC5,-0.08717,0.771538072,0.771538072
TTC7A,-0.06104,0.685338789,0.685338789
TTC7B,0.11404,0.822057133,0.822057133
TTC8,-0.07771,0.72558127,0.72558127
TTC9,-0.47994,0.026753945,0.026753945
TTC9B,0.61308,0,0
TTC9C,-0.08359,0.746950635,0.746950635
TTF1,0.36773,0.191587369,0.191587369
TTF2,-0.43262,0.116549984,0.116549984
TTI1,-0.29314,0.31899275,0.31899275
TTI2,0.30762,0.301343746,0.301343746
TTK,1.02388,0.033592489,0.033592489
TTL,-0.13712,0.382169835,0.382169835
TTLL1,-0.25093,0,0
TTLL10,0,0,0
TTLL11,-0.04294,0.939794797,0.939794797
TTLL12,-0.2989,0.28415874,0.28415874
TTLL13,-0.78462,0,0
TTLL2,0,0,0
TTLL3,0.19562,0,0
TTLL4,-0.25153,0.14193794,0.14193794
TTLL5,0.04695,0.905011023,0.905011023
TTLL6,-0.48368,0.094023133,0.094023133
TTLL7,-0.76607,0.085034392,0.085034392
TTLL9,0.28444,0,0
TTN,0.31641,0,0
TTN-AS1,-0.16567,0.795320649,0.795320649
TTPA,0.11893,0,0
TTPAL,0.06537,0.807182186,0.807182186
TTR,-0.64013,0,0
TTTY1,0,0,0
TTTY10,0,0,0
TTTY11,0,0,0
TTTY12,0,0,0
TTTY13,0,0,0
TTTY14,0,0,0
TTTY15,1.06832,0,0
TTTY16,0,0,0
TTTY17A,0,0,0
TTTY17B,0,0,0
TTTY17C,0,0,0
TTTY18,0,0,0
TTTY19,0,0,0
TTTY1B,0,0,0
TTTY2,0,0,0
TTTY20,0,0,0
TTTY21,0,0,0
TTTY21B,0,0,0
TTTY22,0,0,0
TTTY23,0,0,0
TTTY23B,0,0,0
TTTY2B,0,0,0
TTTY3,0,0,0
TTTY3B,0,0,0
TTTY4,0,0,0
TTTY4B,0,0,0
TTTY4C,0,0,0
TTTY5,0,0,0
TTTY6,0,0,0
TTTY6B,0,0,0
TTTY7,0,0,0
TTTY7B,0,0,0
TTTY8,0,0,0
TTTY8B,0,0,0
TTTY9A,0,0,0
TTTY9B,0,0,0
TTYH1,-0.2637,0,0
TTYH2,-0.3647,0.350617427,0.350617427
TTYH3,-0.62533,6.29E-07,6.29E-07
TUB,0.2987,0.446491275,0.446491275
TUBA1A,-1.36683,3.97E-28,3.97E-28
TUBA1B,-0.96575,1.66E-32,1.66E-32
TUBA1C,-0.42247,1.18E-06,1.18E-06
TUBA3C,0,0,0
TUBA3D,0,0,0
TUBA3E,0,0,0
TUBA3FP,0,0,0
TUBA4A,-1.32007,4.09E-17,4.09E-17
TUBA4B,0.16628,0,0
TUBA8,0.43959,0,0
TUBAL3,0.32328,0.472208363,0.472208363
TUBB,-0.57929,4.70E-16,4.70E-16
TUBB1,-0.02925,0,0
TUBB2A,-1.16944,1.30E-07,1.30E-07
TUBB2B,-0.85874,0.052960598,0.052960598
TUBB3,-0.18934,0.159098948,0.159098948
TUBB4A,-1.34277,5.53E-05,5.53E-05
TUBB4B,-0.86011,1.71E-17,1.71E-17
TUBB6,-0.16391,0.292882926,0.292882926
TUBB8,-0.02925,0,0
TUBBP5,-0.02925,0,0
TUBD1,0.02607,0.950654076,0.950654076
TUBE1,0.50154,0.335801736,0.335801736
TUBG1,-0.43522,0.044098061,0.044098061
TUBG2,-0.27632,0.388797118,0.388797118
TUBGCP2,-0.434,0.011196918,0.011196918
TUBGCP3,-0.57543,0.020494872,0.020494872
TUBGCP4,0.078,0.857739689,0.857739689
TUBGCP5,-0.40575,0.031353335,0.031353335
TUBGCP6,0.15412,0.554946818,0.554946818
TUFM,-0.33285,1.40E-05,1.40E-05
TUFT1,-0.27407,0.265005009,0.265005009
TUG1,0.74398,6.01E-22,6.01E-22
TULP1,0,0,0
TULP2,0,0,0
TULP3,-0.30762,0,0
TULP4,0.39925,0.08690142,0.08690142
TUSC1,0.41838,0,0
TUSC2,0.01741,0.920329431,0.920329431
TUSC3,-0.42443,0.005374972,0.005374972
TUT1,0.12779,0.642321295,0.642321295
TVP23A,0,0,0
TVP23B,0.41424,0.00287408,0.00287408
TVP23C,1.18263,0.020493122,0.020493122
TVP23C-CDRT4,0,0,0
TWF1,0.01306,0.942962379,0.942962379
TWF2,-0.32404,0.020107559,0.020107559
TWIST1,0.67676,0,0
TWIST2,0.19794,0.778216468,0.778216468
TWISTNB,0.32433,0.103214125,0.103214125
TWSG1,0.59185,0.012207375,0.012207375
TXK,-0.693,0,0
TXLNA,0.24762,0.022932567,0.022932567
TXLNB,0,0,0
TXLNG,0.09152,0.723601121,0.723601121
TXLNG2P,0.59954,0,0
TXN,-0.49793,3.11E-05,3.11E-05
TXN2,-0.36526,0.017266982,0.017266982
TXNDC11,-0.31799,0.130445592,0.130445592
TXNDC12,-0.25192,0.216595014,0.216595014
TXNDC15,0.04962,0.853483659,0.853483659
TXNDC16,0.04231,0,0
TXNDC17,-0.31004,0.051156903,0.051156903
TXNDC2,0.1766,0,0
TXNDC8,0,0,0
TXNDC9,0.23609,0.326276383,0.326276383
TXNL1,-0.0639,0.785944257,0.785944257
TXNL4A,-0.28568,0.121416505,0.121416505
TXNL4B,0.39056,0.277852752,0.277852752
TXNRD1,-0.64333,7.82E-12,7.82E-12
TXNRD2,-0.58267,0.023968218,0.023968218
TXNRD3,0.09373,0.899085739,0.899085739
TXNRD3NB,-0.05306,0,0
TYK2,0.23583,0,0
TYMP,0.48303,0.2017723,0.2017723
TYMS,-0.34522,0.005073603,0.005073603
TYR,0,0,0
TYRO3,-0.32682,0.441281443,0.441281443
TYRO3P,-0.14267,0,0
TYROBP,0,0,0
TYRP1,0,0,0
TYSND1,-0.00818,0.977182438,0.977182438
TYW1,0.02618,0.921420238,0.921420238
TYW1B,0.17408,0,0
TYW3,-0.05573,0.788744783,0.788744783
TYW5,1.15715,7.70E-07,7.70E-07
U2AF1,0.3136,0.018320216,0.018320216
U2AF1L4,0.14081,0.672975395,0.672975395
U2AF2,0.08557,0.43493605,0.43493605
U2SURP,0.01201,0.952579605,0.952579605
UACA,-0.03912,0.874773546,0.874773546
UAP1,-0.18939,0.634719779,0.634719779
UAP1L1,1.21184,1.40E-16,1.40E-16
UBA1,-0.63405,1.44E-16,1.44E-16
UBA2,0.42473,5.41E-05,5.41E-05
UBA3,0.06678,0.849726719,0.849726719
UBA5,0.15559,0.444325445,0.444325445
UBA52,-0.45447,0.000305072,0.000305072
UBA6,0.30643,0.192962396,0.192962396
UBAC1,-0.00664,0.977744516,0.977744516
UBAC2,-0.48948,9.67E-05,9.67E-05
UBAC2-AS1,0.31624,0.585304342,0.585304342
UBALD1,0.1267,0.635417565,0.635417565
UBALD2,1.51135,7.41E-06,7.41E-06
UBAP1,0.33036,0.003531754,0.003531754
UBAP1L,-0.74254,0,0
UBAP2,-0.15556,0.290103015,0.290103015
UBAP2L,-0.25725,0.074709115,0.074709115
UBASH3B,0.03109,0.869927228,0.869927228
UBB,-0.73495,4.54E-27,4.54E-27
UBC,0.35175,5.46E-06,5.46E-06
UBD,0.19076,0,0
UBE2A,-0.29223,0.066601756,0.066601756
UBE2B,0.87033,7.66E-08,7.66E-08
UBE2C,1.14548,0.000104859,0.000104859
UBE2D1,0.78716,0.000341157,0.000341157
UBE2D2,-0.11117,0.431013826,0.431013826
UBE2D3,0.53998,1.05E-09,1.05E-09
UBE2D4,-0.66721,0.052966726,0.052966726
UBE2DNL,0,0,0
UBE2E1,0.55316,2.78E-05,2.78E-05
UBE2E2,-0.1137,0.647502849,0.647502849
UBE2E3,-0.72297,0.003342722,0.003342722
UBE2F,0.42731,0.230723307,0.230723307
UBE2F-SCLY,0,0,0
UBE2G1,0.28093,0.198299361,0.198299361
UBE2G2,-0.48592,0.011205053,0.011205053
UBE2H,-0.34419,6.93E-05,6.93E-05
UBE2I,-0.2613,0.010046627,0.010046627
UBE2J1,-0.04634,0.801026313,0.801026313
UBE2J2,0.1949,0.48023493,0.48023493
UBE2K,0.08287,0.669753336,0.669753336
UBE2L3,-0.60301,1.54E-08,1.54E-08
UBE2M,0.0691,0.712576363,0.712576363
UBE2MP1,-0.45383,0,0
UBE2N,0.46079,0.000541951,0.000541951
UBE2NL,0.17119,0,0
UBE2O,-0.29908,0.027570732,0.027570732
UBE2Q1,0.21213,0.147084515,0.147084515
UBE2Q2,0.24436,0.225653453,0.225653453
UBE2Q2P1,1.11027,0.014762358,0.014762358
UBE2Q2P2,0,0,0
UBE2Q2P3,0,0,0
UBE2QL1,1.0785,0,0
UBE2R2,0.19114,0.252197615,0.252197615
UBE2S,0.15563,0.570526121,0.570526121
UBE2T,-0.10872,0.807198196,0.807198196
UBE2U,-0.13368,0,0
UBE2V1,0.22764,0,0
UBE2V2,0.71167,5.39E-06,5.39E-06
UBE2W,0.93416,6.29E-06,6.29E-06
UBE2Z,-0.11148,0.41831606,0.41831606
UBE3A,0.27773,0.04955657,0.04955657
UBE3B,-0.3098,0.142944433,0.142944433
UBE3C,-0.25413,0.012753577,0.012753577
UBE3D,0.48614,0.302954187,0.302954187
UBE4A,0.31361,0.054804367,0.054804367
UBE4B,0.44679,0.118454422,0.118454422
UBFD1,-0.54154,0.000435039,0.000435039
UBIAD1,-0.31658,0.26406326,0.26406326
UBL3,0.64078,0.003929419,0.003929419
UBL4A,-0.35605,0.093557913,0.093557913
UBL4B,0.15316,0,0
UBL5,-0.86372,9.95E-08,9.95E-08
UBL7,-0.56913,0.039054528,0.039054528
UBLCP1,0.17005,0.308501886,0.308501886
UBN1,0.0669,0.811187326,0.811187326
UBN2,0.76165,0.000571992,0.000571992
UBOX5,0.44185,0.24799324,0.24799324
UBOX5-AS1,0,0,0
UBP1,0.53976,8.28E-06,8.28E-06
UBQLN1,-0.47492,1.68E-06,1.68E-06
UBQLN2,-0.30926,0.215237906,0.215237906
UBQLN3,0,0,0
UBQLN4,-0.12015,0.539887307,0.539887307
UBR1,0.6205,0.000499714,0.000499714
UBR2,0.29569,0.15444809,0.15444809
UBR3,0.66773,1.70E-05,1.70E-05
UBR4,0.23879,0.017446443,0.017446443
UBR5,1.15046,4.92E-23,4.92E-23
UBR7,0.06307,0.869988349,0.869988349
UBTD1,0.41822,0.177035207,0.177035207
UBTD2,0.12196,0.682691457,0.682691457
UBTF,-0.17967,0.172207519,0.172207519
UBTFL1,0,0,0
UBXN1,0.09004,0.626395445,0.626395445
UBXN10,-0.05306,0,0
UBXN11,-0.26331,0.476390974,0.476390974
UBXN2A,-0.21269,0.433837125,0.433837125
UBXN2B,-0.06526,0.788494026,0.788494026
UBXN4,-0.02945,0.836158303,0.836158303
UBXN6,-0.04081,0.868320343,0.868320343
UBXN7,0.86376,0.000344142,0.000344142
UBXN8,0.18725,0.431829155,0.431829155
UCHL1,-0.60597,4.15E-11,4.15E-11
UCHL3,-0.10842,0.657763962,0.657763962
UCHL5,-0.03698,0.890135696,0.890135696
UCK1,0.11275,0.755635472,0.755635472
UCK2,-0.22434,0.124612303,0.124612303
UCKL1,-0.28028,0.385826691,0.385826691
UCKL1-AS1,1.03726,0,0
UCMA,0.32896,0,0
UCN,-0.05771,0,0
UCN2,-1.09718,1.20E-05,1.20E-05
UCN3,0,0,0
UCP1,0,0,0
UCP2,-0.56262,0.000116526,0.000116526
UEVLD,-0.19547,0.394009466,0.394009466
UFC1,-0.24809,0.159999186,0.159999186
UFD1L,-0.88504,3.59E-06,3.59E-06
UFL1,0.31566,0.284136332,0.284136332
UFM1,1.48873,0,0
UFSP1,0.5749,0.21470776,0.21470776
UFSP2,0.12361,0.764522511,0.764522511
UG0898H09,-0.26466,0,0
UGCG,0.21567,0.396877108,0.396877108
UGDH,-0.41313,0.004909847,0.004909847
UGDH-AS1,0.62592,0.195425598,0.195425598
UGGT1,-0.60381,4.76E-06,4.76E-06
UGGT2,-0.04465,0.920329431,0.920329431
UGP2,0.05336,0.750246317,0.750246317
UGT1A1,-0.44048,0,0
UGT1A10,0,0,0
UGT1A3,-0.22328,0,0
UGT1A4,0,0,0
UGT1A5,-0.02925,0,0
UGT1A6,0.32074,0,0
UGT1A7,0.038,0,0
UGT1A8,-0.29875,0,0
UGT1A9,-0.1037,0,0
UGT2A1,0,0,0
UGT2A2,0,0,0
UGT2A3,-0.18795,0,0
UGT2B10,-0.29875,0,0
UGT2B11,-0.86583,0,0
UGT2B15,-0.27359,0,0
UGT2B17,0,0,0
UGT2B28,0.32896,0,0
UGT2B4,-0.61926,0,0
UGT2B7,-1.12194,0,0
UGT3A1,0,0,0
UGT3A2,0,0,0
UGT8,0,0,0
UHMK1,0.82982,4.35E-13,4.35E-13
UHRF1,-0.12669,0.795157165,0.795157165
UHRF1BP1,0.07156,0.749667561,0.749667561
UHRF1BP1L,0.52141,0.03317845,0.03317845
UHRF2,0.24427,0.212488503,0.212488503
UIMC1,0.51028,0.005292133,0.005292133
ULBP3,0.08636,0,0
ULK1,-0.37633,0.01070761,0.01070761
ULK2,0.07581,0.823305159,0.823305159
ULK3,-0.19059,0.416712912,0.416712912
ULK4,0.30641,0,0
ULK4P1,0,0,0
ULK4P2,0,0,0
ULK4P3,-0.01322,0,0
UMOD,0,0,0
UMODL1,0,0,0
UMPS,-0.22599,0.112806853,0.112806853
UNC119,0.03697,0.908681379,0.908681379
UNC119B,-0.06921,0.720963046,0.720963046
UNC13A,0.39128,0.398053762,0.398053762
UNC13B,-0.21167,0.248987187,0.248987187
UNC13C,0,0,0
UNC13D,-1.06104,3.52E-09,3.52E-09
UNC45A,-0.60538,0.000119839,0.000119839
UNC45B,-0.09822,0,0
UNC50,0.2864,0.056003336,0.056003336
UNC5A,0.2123,0.693122887,0.693122887
UNC5B,0.16215,0,0
UNC5B-AS1,0.32896,0,0
UNC5C,0.44103,0,0
UNC5CL,1.26971,0.000241523,0.000241523
UNC5D,0.5178,0.320468125,0.320468125
UNC79,0.16138,0,0
UNC80,0,0,0
UNC93A,0,0,0
UNC93B1,-0.38171,0.068737895,0.068737895
UNCX,0,0,0
UNG,-0.24439,0.347502267,0.347502267
UNK,-0.03008,0.90255151,0.90255151
UNKL,-0.1351,0.4815981,0.4815981
UNQ6494,0,0,0
UNQ6975,0,0,0
UOX,0,0,0
UPB1,0.45825,0,0
UPF1,0.04857,0.827372039,0.827372039
UPF2,0.38484,0.040536471,0.040536471
UPF3A,0.03732,0.872377697,0.872377697
UPF3B,0.79498,0.000596707,0.000596707
UPK1A,-0.1783,0,0
UPK1A-AS1,-0.14345,0,0
UPK1B,-0.99181,4.68E-05,4.68E-05
UPK2,0.13625,0,0
UPK3A,0,0,0
UPK3BL,0,0,0
UPP1,-0.1408,0.649723917,0.649723917
UPP2,0,0,0
UPRT,-0.75835,0.063637373,0.063637373
UQCC,-0.24695,0.086489552,0.086489552
UQCR10,-0.9066,1.00E-08,1.00E-08
UQCR11,-0.40333,0.048184348,0.048184348
UQCRB,-0.13216,0.316021566,0.316021566
UQCRBP1,-0.09418,0,0
UQCRC1,-0.74777,7.21E-15,7.21E-15
UQCRC2,-0.30238,0.011887848,0.011887848
UQCRFS1,-0.01544,0.886158045,0.886158045
UQCRH,-0.53401,5.89E-08,5.89E-08
UQCRHL,-0.26118,0.573387238,0.573387238
UQCRQ,-0.82957,1.91E-07,1.91E-07
URB1,0.01205,0.964028388,0.964028388
URB2,0.66331,0.000950742,0.000950742
URGCP,0.34638,0.076433237,0.076433237
URGCP-MRPS24,0,0,0
URI1,-0.01865,0.915355305,0.915355305
URM1,-0.14036,0.578099556,0.578099556
UROC1,0,0,0
UROD,-0.18851,0.421616514,0.421616514
UROS,-0.59404,0.00058998,0.00058998
USB1,-0.534,0.000625954,0.000625954
USE1,-0.10925,0.797650037,0.797650037
USF1,0.1625,0.403280623,0.403280623
USF2,0.17036,0,0
USH1G,0.40038,0,0
USH2A,0,0,0
USHBP1,0.1845,0,0
USMG5,-0.4928,0.003203364,0.003203364
USO1,-0.29392,0.082647506,0.082647506
USP1,0.4096,0.131029111,0.131029111
USP10,0.34664,0.012341317,0.012341317
USP11,-0.53439,0.000436738,0.000436738
USP12,0.79474,0.0004602,0.0004602
USP13,0.35649,0.292280965,0.292280965
USP14,-0.43675,0.008314521,0.008314521
USP15,0.96791,5.68E-08,5.68E-08
USP16,0.34487,0.114185347,0.114185347
USP17L10,0,0,0
USP17L11,0,0,0
USP17L12,0,0,0
USP17L13,0,0,0
USP17L15,0,0,0
USP17L17,0,0,0
USP17L18,0,0,0
USP17L19,0,0,0
USP17L1P,0,0,0
USP17L2,0,0,0
USP17L20,0,0,0
USP17L21,0,0,0
USP17L22,0,0,0
USP17L24,0,0,0
USP17L25,0,0,0
USP17L26,0,0,0
USP17L27,0,0,0
USP17L28,0,0,0
USP17L29,0,0,0
USP17L3,0,0,0
USP17L30,0,0,0
USP17L4,0,0,0
USP17L5,0,0,0
USP17L6P,0,0,0
USP17L7,0,0,0
USP17L8,0,0,0
USP17L9P,0,0,0
USP19,0.06254,0.739431054,0.739431054
USP2,-0.40059,0,0
USP20,0.02767,0.949056332,0.949056332
USP21,1.11788,5.64E-05,5.64E-05
USP22,-0.32314,0.003870244,0.003870244
USP24,0.19537,0.241681065,0.241681065
USP25,0.12191,0.596278738,0.596278738
USP26,0,0,0
USP27X,-0.06034,0.921547779,0.921547779
USP28,0.16193,0.667951574,0.667951574
USP29,0.38762,0,0
USP3,0.07575,0.691121049,0.691121049
USP30,0.11271,0.748660988,0.748660988
USP31,0.1143,0.639757879,0.639757879
USP32,0.3144,0.066565369,0.066565369
USP32P1,0.41929,0.14256826,0.14256826
USP32P2,0.49555,0,0
USP33,0.05505,0.822057133,0.822057133
USP34,0.38758,0.005888603,0.005888603
USP35,-0.68015,0.019389029,0.019389029
USP36,0.99575,6.83E-14,6.83E-14
USP37,1.66162,9.43E-11,9.43E-11
USP38,0.65787,0.001760887,0.001760887
USP39,-0.02102,0.919415737,0.919415737
USP4,-0.36203,0.109999042,0.109999042
USP40,0.1232,0.622883444,0.622883444
USP42,1.1964,2.36E-09,2.36E-09
USP43,1.01847,0.00089781,0.00089781
USP44,0.71103,0,0
USP45,-0.10875,0.815219362,0.815219362
USP46,0.08124,0.803958128,0.803958128
USP47,0.14639,0.424437164,0.424437164
USP48,-0.77062,4.80E-05,4.80E-05
USP49,0.25203,0.686711854,0.686711854
USP5,-0.78203,2.61E-16,2.61E-16
USP50,0.17958,0,0
USP51,-0.21671,0,0
USP53,0.52371,0.000170466,0.000170466
USP54,-0.52327,0.020299478,0.020299478
USP6,0.30876,0,0
USP6NL,0.55733,0.038864501,0.038864501
USP7,0.56288,3.76E-05,3.76E-05
USP8,0.21869,0.175530216,0.175530216
USP9X,0.33598,0.009641993,0.009641993
USP9Y,-0.38372,0,0
USPL1,1.63383,1.09E-28,1.09E-28
UST,-0.04213,0.915355305,0.915355305
UTF1,0,0,0
UTP11L,0.02744,0.908180937,0.908180937
UTP14A,0.1598,0.391563937,0.391563937
UTP14C,0.24438,0.496929887,0.496929887
UTP15,1.48196,1.35E-11,1.35E-11
UTP18,-0.09027,0.620118767,0.620118767
UTP20,0.43337,0.022413926,0.022413926
UTP23,0.44382,0.099203591,0.099203591
UTP3,0.82326,3.86E-07,3.86E-07
UTP6,0.0027,0.989341399,0.989341399
UTRN,-0.29407,0.065788578,0.065788578
UTS2,-0.05306,0,0
UTS2D,0.17119,0,0
UTS2R,0,0,0
UTY,0.25102,0,0
UVRAG,0.65249,0.000496706,0.000496706
UVSSA,0.39055,0.367077268,0.367077268
UXS1,-0.31128,0.066403285,0.066403285
UXT,-0.18261,0.318972553,0.318972553
VAC14,-0.35756,0.076858908,0.076858908
VAMP1,-0.19819,0.417551984,0.417551984
VAMP2,1.28957,9.45E-19,9.45E-19
VAMP3,-0.26014,0.098146679,0.098146679
VAMP4,0.55735,0.297083848,0.297083848
VAMP5,-0.60277,0,0
VAMP7,0.13342,0.458847159,0.458847159
VAMP8,-0.79058,0.002342968,0.002342968
VANGL1,-0.17415,0.617018257,0.617018257
VANGL2,0.19419,0.61427459,0.61427459
VAPA,0.06383,0.681403049,0.681403049
VAPB,-0.0295,0.897387139,0.897387139
VARS,-0.42633,0.005893104,0.005893104
VARS2,0.44838,0.044015707,0.044015707
VASH1,-0.06095,0.925711933,0.925711933
VASH2,0.12928,0,0
VASP,-0.48947,2.09E-06,2.09E-06
VAT1,-0.62084,2.66E-13,2.66E-13
VAT1L,1.4017,0,0
VAV1,-0.7212,0.004949282,0.004949282
VAV2,-0.19055,0.335317658,0.335317658
VAV3,0.3476,0.297547401,0.297547401
VAV3-AS1,0,0,0
VAX1,-0.04676,0,0
VAX2,-0.00618,0,0
VBP1,0.32421,0.077285115,0.077285115
VCAN,-0.70979,1.77E-09,1.77E-09
VCL,-0.9249,2.37E-35,2.37E-35
VCP,-0.5936,1.99E-23,1.99E-23
VCPIP1,0.99559,2.16E-11,2.16E-11
VCX,0,0,0
VCX2,0,0,0
VCX3A,0,0,0
VCX3B,0,0,0
VCY,0,0,0
VCY1B,0,0,0
VDAC1,-0.14362,0.185337337,0.185337337
VDAC2,-0.26311,0.011138536,0.011138536
VDAC3,-0.56385,2.54E-07,2.54E-07
VEGFA,0.47355,2.54E-05,2.54E-05
VEGFB,-0.60198,0.03620355,0.03620355
VEGFC,0.31656,0.296274388,0.296274388
VENTX,0,0,0
VENTXP1,0,0,0
VENTXP7,0,0,0
VEPH1,-0.29681,0,0
VEZF1,1.19154,2.10E-18,2.10E-18
VEZT,0.13486,0.319473677,0.319473677
VGLL1,0,0,0
VGLL2,0.32896,0,0
VGLL3,0.25351,0,0
VGLL4,-0.23366,0.100131256,0.100131256
VHL,0.37018,0.026623232,0.026623232
VILL,0,0,0
VIM,-1.41936,1.32E-71,1.32E-71
VIMP,-0.07441,0.685681602,0.685681602
VIP,0,0,0
VIPAS39,-0.07018,0.80578574,0.80578574
VIPR1,-0.05235,0,0
VIPR2,0,0,0
VIT,-0.02925,0,0
VKORC1,-0.15203,0.448883852,0.448883852
VKORC1L1,0.13779,0.640342192,0.640342192
VLDLR,-0.34641,0.074533537,0.074533537
VMA21,0.63303,0.00010362,0.00010362
VMAC,-0.39365,0,0
VMP1,0.62035,9.21E-11,9.21E-11
VN1R1,0.20687,0,0
VN1R10P,0,0,0
VN1R2,0,0,0
VN1R4,0,0,0
VN1R5,0,0,0
VNN1,-0.17307,0,0
VNN2,0,0,0
VNN3,-0.13368,0,0
VOPP1,-0.61267,0.00554234,0.00554234
VPRBP,0.16341,0.446948106,0.446948106
VPREB1,0,0,0
VPREB3,0.20019,0,0
VPS11,0.57163,0.002640472,0.002640472
VPS13A,0.45386,0.004121514,0.004121514
VPS13A-AS1,0,0,0
VPS13B,0.55231,0.001968835,0.001968835
VPS13C,0.00383,0.984822815,0.984822815
VPS13D,0.03138,0.9177723,0.9177723
VPS16,0.07036,0.779876907,0.779876907
VPS18,0.3208,0.039197187,0.039197187
VPS25,-0.19424,0.058160789,0.058160789
VPS26A,0.24222,0.430526273,0.430526273
VPS26B,-0.42284,0.103799624,0.103799624
VPS28,-0.03197,0.869180803,0.869180803
VPS29,-0.53829,0.007686836,0.007686836
VPS33A,-0.6407,1.64E-05,1.64E-05
VPS33B,-0.27883,0.308257074,0.308257074
VPS35,-0.3122,0.004320129,0.004320129
VPS36,0.25163,0.178654645,0.178654645
VPS37A,0.35724,0.050005308,0.050005308
VPS37B,0.62542,1.28E-05,1.28E-05
VPS37C,0.02728,0.93853807,0.93853807
VPS39,-0.48522,0.006380925,0.006380925
VPS41,-0.2392,0.222047679,0.222047679
VPS45,0.35291,0.066786344,0.066786344
VPS4A,0.01161,0.951388342,0.951388342
VPS4B,-0.23168,0.458669714,0.458669714
VPS51,-0.20301,0.375339499,0.375339499
VPS52,-0.02213,0.921420238,0.921420238
VPS53,-0.33918,0.089413035,0.089413035
VPS54,0.33048,0.029546936,0.029546936
VPS72,-0.28504,0.220471644,0.220471644
VPS8,0.28553,0.158129896,0.158129896
VPS9D1,-0.52965,0.042844764,0.042844764
VRK1,0.20616,0.694413594,0.694413594
VRK2,0.04598,0.864729422,0.864729422
VRK3,-0.53494,0.000135922,0.000135922
VRTN,0.10059,0,0
VSIG1,-0.40725,0,0
VSIG10,-0.24926,0.40664658,0.40664658
VSIG10L,-0.5541,0,0
VSIG2,0,0,0
VSIG4,0.28917,0,0
VSIG8,-0.02925,0,0
VSNL1,0,0,0
VSTM1,0.41678,0,0
VSTM2A,0,0,0
VSTM2B,0,0,0
VSTM2L,-0.23459,0.456208047,0.456208047
VSTM4,0,0,0
VSTM5,0,0,0
VSX1,-0.02693,0.963945061,0.963945061
VSX2,0.37577,0,0
VTA1,-0.43097,0.003715265,0.003715265
VTCN1,-1.90401,0,0
VTI1A,-0.12456,0,0
VTI1B,-0.19013,0.275467988,0.275467988
VTN,-0.65549,0.000992652,0.000992652
VTRNA1-1,0.69309,0,0
VTRNA1-2,0.75559,0,0
VTRNA1-3,0.49235,0,0
VTRNA2-1,0,0,0
VWA1,0.49248,0.23280341,0.23280341
VWA2,-0.0725,0,0
VWA3A,0.49916,0,0
VWA3B,-0.02925,0,0
VWA5A,0.45825,0,0
VWA5B1,0,0,0
VWA7,-0.07569,0.893877387,0.893877387
VWA8,-0.00412,0,0
VWA8-AS1,0,0,0
VWA9,0.05743,0.772098599,0.772098599
VWC2,0,0,0
VWC2L,0,0,0
VWC2L-IT1,0,0,0
VWCE,0.35269,0.490224213,0.490224213
VWDE,-0.48731,0,0
VWF,-0.29269,0,0
WAC,0.53312,6.15E-05,6.15E-05
WAC-AS1,-0.18293,0.519615063,0.519615063
WAPAL,1.09232,1.57E-17,1.57E-17
WARS2,-0.45877,0.142051361,0.142051361
WAS,-0.04262,0,0
WASF1,0.19125,0.530938645,0.530938645
WASF2,-0.50167,0.00192483,0.00192483
WASF3,0.06157,0,0
WASH1,-0.21862,0.733938996,0.733938996
WASH2P,0.40686,0,0
WASH3P,0.47294,0.364967724,0.364967724
WASH5P,0,0,0
WASH7P,-0.29564,0,0
WASL,0.30398,0.125068633,0.125068633
WBP11,-0.23309,0.222047679,0.222047679
WBP11P1,-0.04114,0,0
WBP1L,-0.26053,0.166051659,0.166051659
WBP2,0.09273,0.664740576,0.664740576
WBP2NL,0.23218,0,0
WBP4,0.52298,0.057044616,0.057044616
WBP5,0.81801,2.69E-06,2.69E-06
WBSCR16,-0.39862,0.084280159,0.084280159
WBSCR17,0,0,0
WBSCR22,-0.46976,0.003417857,0.003417857
WBSCR27,-0.54498,0.079438081,0.079438081
WBSCR28,0.17119,0,0
WDFY1,0.37705,0.01387757,0.01387757
WDFY2,-0.13215,0.78350506,0.78350506
WDFY3,0.06297,0.82317295,0.82317295
WDFY3-AS2,0.20163,0,0
WDFY4,-0.02925,0,0
WDHD1,0.46636,0.205402444,0.205402444
WDPCP,0.15888,0,0
WDR1,-0.61382,3.14E-18,3.14E-18
WDR11,-0.32006,0.050247652,0.050247652
WDR11-AS1,-0.02925,0,0
